IsRecentlyVerified,DateLastVerified,ID,UUID,DataProviderID,OperatorID,UsageTypeID,Connections,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.DistanceUnit,AddressInfo.StateOrProvince,UsageCost,AddressInfo.RelatedURL,AddressInfo.ContactTelephone1,AddressInfo.ContactTelephone2,AddressInfo.AccessComments,AddressInfo.ContactEmail,AddressInfo.AddressLine2,GeneralComments,ID,ConnectionTypeID,StatusTypeID,Quantity,Reference,LevelID,PowerKW,CurrentTypeID,Amps,Voltage
False,2024-03-28T18:02:00Z,296697,3EE93076-3A72-458B-942A-6F05B67ED957,1,108,1.0,"[{'ID': 532415, 'ConnectionTypeID': 25, 'Reference': 'ZS5218', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 532771, 'ConnectionTypeID': 25, 'Reference': 'UN5379', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2024-03-28T18:02:00Z,1,2024-03-16T11:56:00Z,200,297084,Doctor Janssenslaan,Doctor Janssenslaan,Oosterhout,4902 XA,159,51.63634614039046,4.8596225377759765,0,Noord-Brabant,,,,,,,,,532415.0,25.0,50.0,1.0,ZS5218,2.0,11.0,20.0,16.0,400.0
False,2024-03-28T18:02:00Z,296696,476623C7-3412-4B85-8DC3-ABBF29E0B8F9,1,103,1.0,"[{'ID': 532414, 'ConnectionTypeID': 25, 'Reference': 'NL*ALL*EGO0014251', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 532772, 'ConnectionTypeID': 25, 'Reference': 'NL*ALL*EGO0014252', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2024-03-28T18:02:00Z,1,2024-03-16T11:55:00Z,200,297083,Commandeurstraat,Commandeurstraat 3,Oosterhout,4902 XM,159,51.63660748654624,4.86092706652002,0,Noord-Brabant,,,,,,,,,532414.0,25.0,50.0,1.0,NL*ALL*EGO0014251,2.0,11.0,20.0,16.0,400.0
False,2024-03-18T14:16:00Z,296695,9F7071DA-86AF-433A-8907-F33BEEC7C32F,1,108,1.0,"[{'ID': 532413, 'ConnectionTypeID': 25, 'Reference': 'AZ2371', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 532770, 'ConnectionTypeID': 25, 'Reference': 'CT1919', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2024-03-18T14:16:00Z,1,2024-03-16T11:32:00Z,200,297082,De Genestetlaan,De Genestetlaan 2,Roosendaal,4707 KZ,159,51.514544508548624,4.458062934154668,0,Noord-Brabant,,,,,,,,,532413.0,25.0,50.0,1.0,AZ2371,2.0,11.0,20.0,16.0,400.0
False,2024-03-28T18:02:00Z,296694,C396E63B-F665-47F4-AC0C-A970B4C2DD91,1,108,4.0,"[{'ID': 532412, 'ConnectionTypeID': 25, 'Reference': 'YY3435', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 532769, 'ConnectionTypeID': 25, 'Reference': 'ZA3698', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2024-03-28T18:02:00Z,1,2024-03-16T10:11:00Z,200,297081,Van Effenlaan,Van Effenlaan,Roosendaal,4707 JG,159,51.51800760426832,4.4571316174249205,0,Noord-Brabant,,,,,,,,,532412.0,25.0,50.0,1.0,YY3435,2.0,11.0,20.0,16.0,400.0
False,2024-03-28T18:02:00Z,296693,9A4385A6-7896-402C-90DB-2B67F88DE4DA,1,108,1.0,"[{'ID': 532411, 'ConnectionTypeID': 25, 'Reference': 'FY3316', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 532768, 'ConnectionTypeID': 25, 'Reference': 'NG5434', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2024-03-28T18:02:00Z,1,2024-03-16T10:01:00Z,200,297080,Kroevenlaan,Kroevenlaan 7,Roosendaal,4707 BJ,159,51.521568506627176,4.455175367519644,0,Noord-Brabant,,,,,,,,,532411.0,25.0,50.0,1.0,FY3316,2.0,11.0,20.0,16.0,400.0
False,2024-02-22T23:24:00Z,291323,4EBED6A3-9B99-42A6-84C8-4D7FA3500A20,1,3722,4.0,"[{'ID': 516429, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 14, 'Voltage': 230, 'PowerKW': 3, 'CurrentTypeID': 10, 'Quantity': 2}]",2,50,2024-02-22T23:24:00Z,1,2024-02-19T23:23:00Z,200,291710,Guus Gelukstraat,Guus Gelukstraat,Almere,1336 ZK,159,52.4023011694529,5.330968937874218,0,Flevoland,"0,80",,,,,,,,516429.0,25.0,50.0,2.0,,2.0,3.0,10.0,14.0,230.0
False,2024-02-22T06:29:00Z,291159,3299AB32-2492-4011-9589-3E096F09A28E,1,108,4.0,"[{'ID': 515040, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2024-02-22T06:29:00Z,1,2024-02-15T12:26:00Z,200,291546,Middachten,Middachten,Ugchelen,7339 JG,159,52.18643996332335,5.950601823747206,0,Gelderland,,,,,,,,,515040.0,25.0,50.0,2.0,,2.0,11.0,20.0,,
False,2024-02-22T06:29:00Z,291157,023B9F25-904F-4CA3-9F26-533AF221EA37,1,103,1.0,"[{'ID': 515038, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2024-02-22T06:29:00Z,1,2024-02-15T12:19:00Z,200,291544,Laan van Spitsbergen,Laan van Spitsbergen,Apeldoorn,7336 AX,159,52.19437528096577,5.934586927939563,0,Gelderland,,,,,,,,,515038.0,25.0,50.0,2.0,,2.0,11.0,20.0,16.0,400.0
False,2024-02-22T06:29:00Z,291094,051072B3-C9D6-47AD-8D6D-2DC28A58A8C8,1,103,4.0,"[{'ID': 514786, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2024-02-22T06:29:00Z,1,2024-02-14T15:14:00Z,200,291481,Bouwhofweg,Bouwhofweg,Apeldoorn,7339 HC,159,52.188398735706016,5.948754836016974,0,Gelderland,,,,,,,,,514786.0,25.0,50.0,2.0,,2.0,11.0,20.0,,
False,2024-02-22T06:29:00Z,291092,4946A563-1524-41D2-BF81-E4FFC02A7B52,1,47,1.0,"[{'ID': 514781, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 300, 'CurrentTypeID': 30, 'Quantity': 4}, {'ID': 514782, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 62, 'CurrentTypeID': 30, 'Quantity': 2}]",4,50,2024-02-22T06:29:00Z,1,2024-02-14T14:55:00Z,200,291479,Laan van Spitsbergen,Laan van Spitsbergen,Apeldoorn,7336 AX,159,52.19495130089291,5.934384220066477,0,Gelderland,,,,,,,,,514781.0,33.0,50.0,4.0,,3.0,300.0,30.0,,
False,2024-02-10T19:19:00Z,290722,2778E14D-8982-4BC1-A650-8C2BE7C0037A,1,3571,1.0,"[{'ID': 513598, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2024-02-10T19:19:00Z,1,2024-02-07T19:14:00Z,200,291109,Total Energies Kamp 11,Kamp 11,Lelystad,8225 DB,159,52.50302547748146,5.482734387665346,0,Flevoland,,,,,,,,,513598.0,25.0,50.0,1.0,,2.0,11.0,20.0,16.0,400.0
False,2024-02-09T08:14:00Z,290620,65B79AAB-842E-4FE1-BB9E-C8950B2EB535,1,3504,1.0,"[{'ID': 513359, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'Voltage': 1000, 'PowerKW': 160, 'CurrentTypeID': 30, 'Quantity': 6}]",6,50,2024-02-09T08:14:00Z,1,2024-02-05T11:03:00Z,200,291007,LEAP24 Charging Station,Energieweg 1,Vlissingen,4382WW,159,51.455029,3.592871,0,Zeeland,€0.59/kWh incl. VAT,http://www.leap24.eu,0800-2600005,,,,,,513359.0,33.0,50.0,6.0,,3.0,160.0,30.0,250.0,1000.0
False,2024-02-09T08:14:00Z,290274,20A9D333-B251-4F3D-B35B-A2CAB5BBF66B,1,3504,1.0,"[{'ID': 512764, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'Voltage': 1000, 'PowerKW': 160, 'CurrentTypeID': 30, 'Quantity': 6}]",6,50,2024-02-09T08:14:00Z,1,2024-01-26T08:53:00Z,200,290661,LEAP24 Charging Station,De Lus 11 G3,Schagen,1742 PH,159,52.79654706800656,4.777353025477453,0,Noord-Holland,€0.59/kWh incl. VAT,http://www.leap24.eu,0800-2600005,,,,,,512764.0,33.0,50.0,6.0,,3.0,160.0,30.0,250.0,1000.0
False,2024-02-09T08:14:00Z,290273,B469A328-F629-4FB2-A9F6-1EA41E072120,1,3504,1.0,"[{'ID': 512763, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'PowerKW': 60, 'CurrentTypeID': 30, 'Quantity': 2}]",2,50,2024-02-09T08:14:00Z,1,2024-01-26T08:51:00Z,200,290660,LEAP24 Charging Station,Roggeveenstraat 1,Veghel,5463 GG,159,51.60917893880824,5.551019466879666,0,Noord-Brabant,€0.59/kWh,http://www.leap24.eu,0800-2600005,,,,,,512763.0,33.0,50.0,2.0,,3.0,60.0,30.0,250.0,
False,2024-02-09T08:14:00Z,290272,525A1610-EE14-4B9A-8F49-E832103028DB,1,3504,1.0,"[{'ID': 512762, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 120, 'CurrentTypeID': 30, 'Quantity': 4}]",4,50,2024-02-09T08:14:00Z,1,2024-01-26T08:47:00Z,200,290659,LEAP24 Charging Station,Ernst Machstraat 1,Nijverdal,7442 DL,159,52.361309435151384,6.507062493257536,0,Overijssel,"€0,59/kWh",http://www.leap24.eu,+31800-2600005,,,,,,512762.0,33.0,50.0,4.0,,3.0,120.0,30.0,,
False,2024-02-09T08:14:00Z,290271,C8452DEC-132B-4744-AEFB-954E3FEC08F5,1,3504,1.0,"[{'ID': 512761, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 6}]",6,50,2024-02-09T08:14:00Z,1,2024-01-26T08:45:00Z,200,290658,LEAP24 AC Charging Station,Oude Groenewoudseweg 365,Nijmegen,6524 WZ,159,51.83222289469785,5.859548127078028,0,Gelderland,€0.36/kWh incl. VAT,http://www.leap24.eu,0800-2600005,,,,,,512761.0,25.0,50.0,6.0,,2.0,22.0,20.0,,
False,2024-02-09T08:14:00Z,290270,0E18A54A-F319-4ADC-A2B0-94D432F6FCB8,1,3504,1.0,"[{'ID': 512760, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 160, 'CurrentTypeID': 30, 'Quantity': 8}]",8,50,2024-02-09T08:14:00Z,1,2024-01-26T08:35:00Z,200,290657,LEAP24 Charging Station,Kuipersweg 1,Haarlem,2031 EH,159,52.40020119899745,4.660123398882263,0,Noord-Holland,€0.59/kWh,http://www.leap24.eu,0800-2600005,,,,,,512760.0,33.0,50.0,8.0,,3.0,160.0,30.0,,
False,2024-02-09T08:14:00Z,290269,E5E0F698-2A2E-49ED-A4F9-EC867DEFEFEB,1,3504,1.0,"[{'ID': 512759, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 160, 'CurrentTypeID': 30, 'Quantity': 12}]",12,50,2024-02-09T08:14:00Z,1,2024-01-26T08:30:00Z,200,290656,LEAP24 Charging Station,Ampèrestraat 14k,Leeuwarden,8912 AC,159,53.194740082505575,5.774600160921068,0,Fryslân,€0.59/kWh,http://www.leap24.eu,0800-2600005,,,,,,512759.0,33.0,50.0,12.0,,3.0,160.0,30.0,,
