IsRecentlyVerified,DateLastVerified,DataProviderID,OperatorID,UsageTypeID,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.DistanceUnit,AddressInfo.StateOrProvince,UsageCost,AddressInfo.RelatedURL,AddressInfo.ContactTelephone1,AddressInfo.ContactTelephone2,AddressInfo.AccessComments,AddressInfo.ContactEmail,AddressInfo.AddressLine2,GeneralComments,OperatorsReference,DataProvidersReference,MetadataValues,DateLastConfirmed
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68626,Klaproos 1,Klaproos 1,Opmeer,1716 VS,159,52.706318,4.94458,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1516023,89836,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68625,Sportlaan 1,Sportlaan 1,Bergen (NH),1871 EP,159,52.704105,4.693015,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1523044,90259,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68624,Jan Tooroplaan 2,Jan Tooroplaan 2,Meppel,7944 JL,159,52.69096,6.17831,0,Drenthe,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1416083,91938,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68623,Jan Steenstraat 22,Jan Steenstraat 22,Meppel,7944 TS,159,52.68307,6.18068,0,Drenthe,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1449062,91492,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68622,Zakedijkje 38C,Zakedijkje 38C,Bergen (NH),1862 HB,159,52.668726,4.719739,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1521049,90273,,
False,2016-06-04T02:37:00Z,26,157.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68621,Sint Antoniusstraat 45,Sint Antoniusstraat 45,Bergen (NH),1861 LD,159,52.6655688,4.7031462,0,North Holland,0.00 jaarabonnement,http://thenewmotion.nl/,088 0109500,,,,,,NewMotion 03006536,91580,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68620,Benonilaan 30,Benonilaan 30,Hoorn,1695 HC,159,52.66267,5.08291,0,North Holland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1426026,92898,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68619,Zeeweg 42,Zeeweg 42,Bergen (NH),1865 AC,159,52.660409,4.630658,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1523045,90261,,
False,2016-06-04T02:37:00Z,26,179.0,,2.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68618,H.G. Zwerusstraat 3,H.G. Zwerusstraat 3,Staphorst,7951 CZ,159,52.64354,6.220173,0,Overijssel,0.00 afhankelijk van pas,http://www.ecotap.nl,,,,,,,Ecotap 1702144,92722,,
False,2016-06-04T02:37:00Z,26,179.0,,2.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68617,Wethouder Wassebaliestraat 6,Wethouder Wassebaliestraat 6,Staphorst,7951 SN,159,52.627415,6.208203,0,Overijssel,0.00 afhankelijk van pas,http://www.ecotap.nl,,,,,,,Ecotap 1702143,92721,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68616,Prinses Beatrixlaan 55,Prinses Beatrixlaan 55,Bergen (NH),1934 GG,159,52.624336,4.657131,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1521048,90605,,
False,2016-06-04T02:37:00Z,26,103.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68615,Lamoraalweg 55,Lamoraalweg 55,Bergen (NH),1934 CC,159,52.6202,4.65629,0,North Holland,0.00 jaarabonnement,http://www.allego.eu/,0800-3745337,,,,,,Allego NLALLEGO0006132,91860,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68613,Noordervaart 46,Noordervaart 46,Alkmaar,1841 HA,159,52.60693,4.83998,0,North Holland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1541512,92838,,
False,2017-06-12T10:58:00Z,26,177.0,,1.0,50,2017-06-12T10:58:00Z,3.0,2016-06-04T02:37:00Z,100,68612,Kerkplein 3,Kerkplein 3,Bergen (NH),1935 EW,159,52.594534,4.654664,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1523008,90022,,
False,2016-06-04T02:37:00Z,26,157.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68611,Raiffeisenstraat 2,Raiffeisenstraat 2,Dalfsen,7711 JH,159,52.5879213,6.283228,0,Overijssel,0.00 jaarabonnement,http://thenewmotion.nl/,088 0109500,,,,,,NewMotion 03006956,93740,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68610,Het Kamp,Het Kamp,Dronten,8251 GK,159,52.53309,5.72442,0,Flevoland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1548322,92907,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68609,Flevostraat,Flevostraat,Purmerend,1442 PZ,159,52.51833,4.97342,0,North Holland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1409022,92977,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68608,Wieringenlaan 34,Wieringenlaan 34,Edam-Volendam,1132 MB,159,52.510125,5.075247,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1521011,90032,,
False,2016-06-04T02:37:00Z,26,157.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68606,Hendric Dirckszstraat 3,Hendric Dirckszstraat 3,Edam-Volendam,1135 HK,159,52.50552,5.04802489999997,0,North Holland,0.00 jaarabonnement,http://thenewmotion.nl/,088 0109500,,,,,,NewMotion 03006161,91599,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68605,Fien de la Marlaan 17,Fien de la Marlaan 17,Beverwijk,1948 AB,159,52.48446,4.67931,0,North Holland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1409027,92817,,
False,2016-06-04T02:37:00Z,26,103.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68604,De Wildeman,De Wildeman,Zaanstad,1541 TM,159,52.4607,4.79448,0,North Holland,0.00 jaarabonnement,http://www.allego.eu/,0800-3745337,,,,,,Allego NLALLEGO0009881,91623,,
False,2016-06-04T02:37:00Z,26,103.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68603,Kopermolenstraat 61A,Kopermolenstraat 61A,Zaanstad,1502 DJ,159,52.449483,4.826615,0,North Holland,0.00 jaarabonnement,http://www.allego.eu/,0800-3745337,,,,,,Allego NLALLEGO0009871,93422,,
False,2016-06-04T02:37:00Z,26,157.0,,2.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68602,Zuiderzeestraatweg 107,Zuiderzeestraatweg 107,Oldebroek,8096 BE,159,52.4464434415651,5.89521244841001,0,Gelderland,0.00 jaarabonnement,http://thenewmotion.nl/,088 0109500,,,,,,NewMotion ICUEVE900133,91567,,
False,2016-06-04T02:37:00Z,26,103.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68601,Pieter Lakplantsoen 29,Pieter Lakplantsoen 29,Zaanstad,1502 WP,159,52.44476,4.83113,0,North Holland,0.00 jaarabonnement,http://www.allego.eu/,0800-3745337,,,,,,Allego NLALLEGO0009851,91622,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68600,Caro van Eyckstraat,Caro van Eyckstraat,Zaanstad,1507 SC,159,52.444598,4.800292,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1541124,90469,,
False,2016-06-04T02:37:00Z,26,103.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68599,Westzanerdijk,Westzanerdijk,Zaanstad,1507 BE,159,52.4344855,4.8107194,0,North Holland,0.00 jaarabonnement,http://www.allego.eu/,0800-3745337,,,,,,Allego NLALLEGO0009902,91625,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68598,Dinkgrevelaan,Dinkgrevelaan,Velsen,2071 AN,159,52.43025,4.64143,0,North Holland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1419124,93272,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68597,Rijshoutweg 25,Rijshoutweg 25,Zaanstad,1505 HL,159,52.42285,4.84843,0,North Holland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1412208,93529,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68596,Oostzanerdijk 22,Oostzanerdijk 22,Amsterdam,1035 RD,159,52.416255,4.897347,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1541171,90359,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68595,Kadoelenweg 169H,Kadoelenweg 169H,Amsterdam,1035 NE,159,52.414955,4.907609,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1541056,90098,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68594,Westhavenweg 45,Westhavenweg 45,Amsterdam,1042 AL,159,52.40491,4.83475,0,North Holland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1541123,92990,,
False,2016-06-04T02:37:00Z,26,157.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68593,Pegasusstraat 61,Pegasusstraat 61,Haarlem,2024 VN,159,52.4039789,4.64154619999999,0,North Holland,0.00 jaarabonnement,http://thenewmotion.nl/,088 0109500,,,,,,NewMotion 03006746,93742,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68592,H. Cleyndertweg 447,H. Cleyndertweg 447,Amsterdam,1025 DT,159,52.403583,4.938367,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1541173,90363,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68591,Galwin,Galwin,Amsterdam,1046 AW,159,52.39684,4.79959,0,North Holland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1551100,91914,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68590,Zekeringstraat 7B,Zekeringstraat 7B,Amsterdam,1014 BM,159,52.39602,4.85336,0,North Holland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1551073,92063,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68589,Kabelweg 51,Kabelweg 51,Amsterdam,1014 BA,159,52.394112,4.846907,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1541084,90193,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68588,Asterweg 103,Asterweg 103,Amsterdam,1031 HM,159,52.39294,4.90185,0,North Holland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1408026,64711,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68587,Basisweg 35,Basisweg 35,Amsterdam,1043 AN,159,52.391262,4.830831,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1541128,90479,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68586,Nieuwendammerkade 28A-14,Nieuwendammerkade 28A-14,Amsterdam,1022 AB,159,52.390449,4.935603,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1552488,90951,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68585,Werengouw 55,Werengouw 55,Amsterdam,1024 NM,159,52.390378,4.954974,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1541095,90401,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68584,Rhôneweg 34,Rhôneweg 34,Amsterdam,1043 AH,159,52.390196,4.826021,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1552310,90885,,
False,2016-06-04T02:37:00Z,26,103.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68583,Frans Halsweg 4,Frans Halsweg 4,Almere,1318 HX,159,52.385723,5.25358,0,Flevoland,0.00 jaarabonnement,http://www.allego.eu/,0800-3745337,,,,,,Allego NLALLEGO0011991,92066,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68582,Edelhertweg 67,Edelhertweg 67,Almere,1338 KB,159,52.38526,5.2751,0,Flevoland,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1424061,91478,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68581,Bickersgracht 1,Bickersgracht 1,Amsterdam,1013 LE,159,52.384362,4.888415,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1520031,90551,,
False,2016-06-04T02:37:00Z,26,103.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68580,Jacob van Ruysdaelstraat 120,Jacob van Ruysdaelstraat 120,Almere,1318 NS,159,52.38379177,5.25664071,0,Flevoland,0.00 jaarabonnement,http://www.allego.eu/,0800-3745337,,,,,,Allego NLALLEGO0005051,93483,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68579,De Wittenkade 91-3,De Wittenkade 91-3,Amsterdam,1052 AE,159,52.383271,4.877731,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1552122,91344,,
False,2016-06-04T02:37:00Z,26,73.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68578,Kerkekampstraat 12,Kerkekampstraat 12,Hellendoorn,7447 HW,159,52.38314,6.44927,0,Overijssel,0.00 jaarabonnement,http://www.ev-box.nl,,,,,,,EV-Box EVB-P1415277,93806,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68577,Marga Klompélaan 50,Marga Klompélaan 50,Amsterdam,1067 TZ,159,52.379596,4.791596,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1552252,93118,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68576,Dennenlaan 14,Dennenlaan 14,Haarlemmermeer,1161 CR,159,52.379488,4.751577,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1521075,90034,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68575,Midswaard 52,Midswaard 52,Haarlemmermeer,1161 BH,159,52.377643,4.731651,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1521071,90607,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68574,Blancefloorstraat 2-1,Blancefloorstraat 2-1,Amsterdam,1055 TA,159,52.377095,4.855724,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1525070,90629,,
False,2016-06-04T02:37:00Z,26,157.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68573,Bakhuijs Roozeboomlaan 26,Bakhuijs Roozeboomlaan 26,Almelo,7603 MC,159,52.3763216,6.6982289,0,Overijssel,0.00 jaarabonnement,http://thenewmotion.nl/,088 0109500,,,,,,NewMotion 03006806,93567,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68572,Marcantilaan 489,Marcantilaan 489,Amsterdam,1051 MJ,159,52.374609,4.866976,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1552123,91342,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68571,Geuzenkade 58-1,Geuzenkade 58-1,Amsterdam,1056 KN,159,52.373535,4.86464,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1531047,90733,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68570,Senecastraat 21,Senecastraat 21,Amsterdam,1064 ZJ,159,52.3734,4.813206,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1607175,93606,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68569,Admiraal de Ruijterweg 123-1,Admiraal de Ruijterweg 123-1,Amsterdam,1056 EW,159,52.373046,4.858978,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1541168,90377,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68568,John Franklinstraat 76-3,John Franklinstraat 76-3,Amsterdam,1056 TG,159,52.372803,4.853719,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1548456,90785,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68567,Faas Wilkesstraat 102,Faas Wilkesstraat 102,Amsterdam,1095 MD,159,52.372503,4.969192,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1552303,90845,,
False,2016-06-04T02:37:00Z,26,103.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68566,Klarinetstraat 68,Klarinetstraat 68,Almere,1312 NK,159,52.37154876,5.18623192,0,Flevoland,0.00 jaarabonnement,http://www.allego.eu/,0800-3745337,,,,,,Allego NLALLEGO0012012,92423,,
False,2016-06-04T02:37:00Z,26,157.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68565,Dorpsbleek 28,Dorpsbleek 28,Wierden,7641 LL,159,52.3708844,6.6024597,0,Overijssel,0.00 jaarabonnement,http://thenewmotion.nl/,088 0109500,,,,,,NewMotion 03006897,93817,,
False,2016-06-04T02:37:00Z,26,103.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68564,Wim Kanplein 1,Wim Kanplein 1,Almere,1311 LH,159,52.370361,5.17969978,0,Flevoland,0.00 jaarabonnement,http://www.allego.eu/,0800-3745337,,,,,,Allego NLALLEGO0012032,92427,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68563,Van Spilbergenstraat 160-1,Van Spilbergenstraat 160-1,Amsterdam,1057 RP,159,52.368713,4.85088,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1548443,92295,,
False,2016-06-04T02:37:00Z,26,157.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68562,Prins Mauritsstraat 8,Prins Mauritsstraat 8,Hellendoorn,7443 ZH,159,52.3671211,6.45892670000001,0,Overijssel,0.00 jaarabonnement,http://thenewmotion.nl/,088 0109500,,,,,,NewMotion 01000133,91921,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68561,Hemsterhuisstraat 44,Hemsterhuisstraat 44,Amsterdam,1065 KB,159,52.361399,4.822978,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1607290,91374,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68560,James Bradleystraat 21,James Bradleystraat 21,Amsterdam,1086 ZM,159,52.359908,4.98025,0,North Holland,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1607236,92318,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68559,Bonistraat 14,Bonistraat 14,Amsterdam,1094 SJ,159,52.359053,4.935425,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1607289,91376,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68558,Erich Salomonstraat 64,Erich Salomonstraat 64,Amsterdam,1087 DB,159,52.35889,4.993291,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1552217,92316,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68557,Van Mourik Broekmanstraat 103,Van Mourik Broekmanstraat 103,Amsterdam,1065 EV,159,52.357198,4.821633,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1521035,89922,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68556,Vennepluimstraat 6,Vennepluimstraat 6,Amsterdam,1087 CG,159,52.356689,4.989679,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1607213,91368,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68555,Tourniairestraat 1,Tourniairestraat 1,Amsterdam,1065 KK,159,52.355798,4.824988,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1542135,91150,,
False,2016-06-04T02:37:00Z,26,,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68554,Herenweg 117,Herenweg 117,Heemstede,2105 MG,159,52.35578,4.61319,0,,0.00 jaarabonnement,http://www.nlmab.nl,06-53505381,,,,,,Alfen NLMAB_0711,92280,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68553,Langswater 268,Langswater 268,Amsterdam,1069 EC,159,52.355501,4.789584,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1552301,90849,,
False,2016-06-04T02:37:00Z,26,103.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68552,Iskurstraat 12,Iskurstraat 12,Almere,1363 RC,159,52.35497275,5.1611408,0,,0.00 jaarabonnement,http://www.allego.eu/,0800-3745337,,,,,,Allego NLALLEGO0012002,92425,,
False,2019-05-30T14:38:00Z,26,177.0,,1.0,50,2019-05-30T14:38:00Z,3.0,2016-06-04T02:37:00Z,100,68551,Lumièrestraat 93,Lumièrestraat 93,Amsterdam,1087 JA,159,52.354814,5.002253,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1521037,90038,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68550,President Brandstraat 110,President Brandstraat 110,Amsterdam,1091 WT,159,52.354247,4.917177,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1542225,91256,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68549,M. Gandhilaan 113,M. Gandhilaan 113,Amsterdam,1069 NC,159,52.354151,4.779016,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1607118,93108,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68548,Zwanebloemlaan 308,Zwanebloemlaan 308,Amsterdam,1087 KE,159,52.351999,4.998771,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1552012,91266,,
False,2016-06-04T02:37:00Z,26,177.0,,1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68547,Willem Bartjenshof 7,Willem Bartjenshof 7,Amsterdam,1068 VT,159,52.351926,4.805209,0,,0.00 jaarabonnement,http://www.nuon.nl/ev,,,,,,,Nuon EVB-P1607228,93610,,
